distance,enemyBulletPower,myAdvancingVelocity,myLateralAcceleration,myLateralVelocity,type,guessFactor
594.44,3.00,1.57,-0.00,7.84,MISS,-0.11
574.79,3.00,-0.70,0.97,2.92,MISS,-0.55
628.68,3.00,0.55,0.98,2.82,MISS,0.83
658.90,3.00,0.85,0.00,7.95,MISS,0.58
655.46,3.00,0.42,0.99,3.98,BULLETHITBULLET,-0.06
656.10,3.00,0.12,0.00,8.00,MISS,0.23
648.36,3.00,-2.25,0.95,6.63,MISS,-0.65
570.37,0.20,0.85,0.00,7.96,MISS,-0.60
564.34,0.20,0.22,1.00,5.00,MISS,1.03
598.84,0.20,1.97,-0.00,7.75,MISS,0.51
624.56,0.20,1.70,-0.00,7.82,MISS,-0.12
619.28,0.20,-1.32,-1.95,5.85,MISS,-0.77
625.83,0.20,-0.72,1.00,7.97,HIT,0.85
589.56,0.20,-2.01,0.00,7.74,MISS,-0.22
589.96,0.20,0.97,0.98,4.91,MISS,0.28
554.77,3.00,-7.94,-0.00,0.95,MISS,-0.84
540.85,3.00,-7.96,-0.00,0.81,MISS,-0.87
516.97,3.00,1.80,0.00,7.79,MISS,0.92
499.52,3.00,1.87,0.00,7.78,MISS,0.79
524.32,3.00,2.02,0.00,7.74,BULLETHITBULLET,0.23
559.21,3.00,1.91,-0.00,7.77,BULLETHITBULLET,0.50
554.83,3.00,1.95,0.00,7.76,MISS,-0.23
548.06,3.00,-2.57,0.93,6.51,MISS,-0.71
565.53,3.00,2.09,-0.00,7.72,HIT,0.01
588.36,3.00,2.01,0.00,7.74,BULLETHITBULLET,0.66
612.64,3.00,1.94,-0.00,7.76,MISS,-0.37
596.29,3.00,1.43,0.97,5.83,MISS,0.25
585.56,3.00,-0.16,-1.99,1.99,MISS,-0.52
551.45,3.00,1.38,0.97,5.07,MISS,0.70
565.44,3.00,1.67,-0.00,7.82,MISS,0.68
535.84,3.00,0.00,-2.00,-0.00,MISS,0.52
547.61,3.00,-0.55,0.99,5.47,MISS,0.27
567.70,3.00,-0.48,-0.00,7.99,MISS,-0.36
527.49,3.00,-0.42,-1.96,1.96,MISS,-0.74
551.56,3.00,-0.45,0.00,7.99,MISS,0.78
517.64,3.00,-1.15,0.00,7.92,MISS,0.58
465.71,3.00,-1.62,-1.93,5.78,HIT,0.26
470.62,3.00,0.62,0.00,7.98,MISS,-0.26
523.10,3.00,0.05,1.72,0.25,MISS,-0.76
524.10,3.00,-0.10,-0.00,8.00,MISS,0.86
543.99,3.00,0.68,0.99,3.94,MISS,0.58
578.59,3.00,1.24,-0.00,7.90,MISS,0.24
575.33,3.00,-0.99,-1.94,3.87,MISS,-0.31
546.84,3.00,1.04,-1.88,2.81,MISS,0.43
535.15,3.00,0.62,0.98,2.81,MISS,0.54
558.60,3.00,0.03,0.00,8.00,MISS,0.18
597.18,3.00,-0.82,0.99,4.93,BULLETHITBULLET,-0.28
557.66,3.00,-0.28,1.00,2.99,MISS,-0.27
565.42,3.00,0.49,0.99,3.97,MISS,-0.30
611.10,0.20,-0.70,0.97,2.92,HIT,0.57
543.83,0.20,-0.99,0.99,5.92,BULLETHITBULLET,0.28
598.11,3.00,1.50,-0.00,7.86,MISS,-0.35
593.35,0.20,-1.24,0.94,3.47,MISS,0.88
562.21,0.20,-2.37,0.00,7.64,MISS,0.69
552.57,0.20,0.36,1.00,3.98,HIT,-0.14
585.03,0.20,-1.04,0.97,4.38,MISS,-0.27
613.66,0.20,0.88,-1.97,4.92,BULLETHITBULLET,-0.08
597.72,0.20,0.00,-1.95,-0.00,MISS,-0.30
603.50,0.20,1.55,0.98,7.85,MISS,-0.13
614.65,0.20,0.13,0.50,8.00,MISS,-0.19
613.25,0.20,0.42,1.00,4.98,MISS,-0.41
606.38,0.20,1.09,0.50,7.93,MISS,-0.07
622.91,0.20,1.49,-1.94,5.81,MISS,-0.71
227.15,3.00,6.21,-0.15,4.12,MISS,-0.50
301.00,3.00,6.54,0.11,2.53,MISS,0.65
426.53,3.00,2.88,-1.76,5.27,MISS,0.45
474.46,3.00,1.47,0.97,5.82,MISS,0.51
593.60,3.00,1.99,0.00,7.75,BULLETHITBULLET,-0.24
486.97,3.00,0.00,1.94,0.06,MISS,0.44
511.57,3.00,0.62,0.98,2.94,MISS,0.45
622.34,3.00,0.08,-2.00,6.00,MISS,0.30
574.04,3.00,1.63,0.00,7.83,MISS,-0.61
558.94,3.00,1.19,-0.00,7.91,MISS,0.75
643.76,3.00,1.49,-0.00,7.86,MISS,0.23
661.54,3.00,1.45,-0.00,7.87,MISS,-0.17
592.69,3.00,-3.35,0.91,7.27,MISS,-0.61
511.98,3.00,1.07,0.97,4.37,MISS,0.83
502.16,3.00,0.14,0.00,8.00,HIT,0.70
473.67,3.00,-1.02,0.00,7.93,HIT,0.45
619.12,3.00,-1.73,0.00,7.81,BULLETHITBULLET,0.37
718.68,3.00,1.51,-0.00,7.86,MISS,-0.64
723.42,3.00,1.07,0.98,5.90,HIT,0.73
679.82,3.00,1.39,0.00,7.88,MISS,0.55
524.75,3.00,1.78,-0.00,7.80,BULLETHITBULLET,0.41
552.73,3.00,-5.43,0.00,5.87,MISS,-0.40
531.53,3.00,-4.90,0.79,6.32,MISS,-0.79
509.35,3.00,1.94,-0.00,7.76,MISS,0.84
562.60,3.00,0.45,-0.00,7.99,MISS,0.80
621.98,3.00,0.28,1.00,6.99,MISS,0.15
637.98,3.00,0.86,0.98,4.92,MISS,-0.33
639.39,3.00,-1.38,-1.95,5.84,MISS,-0.44
622.85,3.00,-1.02,0.00,7.93,MISS,0.12
575.36,3.00,-1.96,0.00,7.76,MISS,-0.38
556.34,3.00,0.11,1.46,0.49,MISS,0.79
576.91,3.00,1.84,-0.00,7.79,MISS,0.79
579.33,3.00,1.62,-0.00,7.83,MISS,0.54
531.45,3.00,-4.80,-0.00,6.40,MISS,0.08
489.70,3.00,-5.23,-0.00,6.06,MISS,-0.57
509.14,3.00,-0.05,1.73,0.12,MISS,-0.90
536.19,3.00,1.74,0.00,7.81,MISS,0.79
619.14,3.00,0.04,1.00,1.00,BULLETHITBULLET,0.49
520.42,3.00,0.61,-1.99,5.97,MISS,0.55
538.34,3.00,-0.86,0.00,7.95,MISS,0.19
669.81,3.00,0.59,0.98,2.69,MISS,-0.13
671.95,3.00,-0.04,1.70,0.28,HIT,0.06
351.47,3.00,2.64,-0.00,7.55,MISS,-0.69
326.64,3.00,3.12,0.00,7.36,MISS,0.38
344.53,3.00,2.90,0.00,7.45,MISS,-0.30
385.83,3.00,0.44,0.98,1.95,MISS,0.96
436.89,3.00,2.42,-0.00,7.63,MISS,0.88
476.33,3.00,2.40,-0.00,7.63,HIT,0.24
563.52,3.00,2.09,-0.00,7.72,MISS,-0.44
585.10,3.00,0.20,0.98,0.98,MISS,0.84
593.25,3.00,1.79,0.00,7.80,MISS,0.70
618.07,3.00,0.37,0.00,7.99,MISS,0.21
646.65,3.00,1.44,0.00,7.87,MISS,-0.31
661.00,3.00,0.77,0.98,3.67,MISS,-0.36
672.41,3.00,-1.83,0.95,5.49,MISS,0.12
643.29,3.00,-1.53,0.98,7.85,MISS,-0.32
599.18,3.00,-0.68,-1.99,5.96,MISS,-0.72
610.38,3.00,1.74,0.00,7.81,HIT,0.67
619.27,3.00,1.51,0.98,7.86,MISS,0.25
618.68,3.00,0.49,-1.97,2.96,MISS,-0.21
579.15,3.00,-4.25,0.71,4.23,MISS,-0.65
549.73,3.00,2.16,0.96,7.70,MISS,0.92
580.89,3.00,1.68,-0.00,7.82,MISS,0.67
620.97,0.20,1.62,-0.00,7.83,MISS,0.48
628.33,0.20,-0.18,-0.00,8.00,HIT,0.12
599.90,3.00,1.73,-0.00,7.81,MISS,0.47
197.10,3.00,-0.04,0.00,8.00,BULLETHITBULLET,0.47
197.48,3.00,1.20,0.00,7.91,MISS,1.11
232.20,3.00,1.07,-1.69,1.69,MISS,-0.67
297.89,3.00,-4.10,-0.00,6.87,MISS,-0.48
405.87,3.00,2.42,0.48,7.62,MISS,0.22
429.75,3.00,-1.22,-1.96,5.87,MISS,-0.47
367.81,3.00,0.99,-0.00,7.94,BULLETHITBULLET,0.61
367.42,3.00,0.49,0.87,0.87,MISS,0.29
370.04,3.00,2.35,0.92,5.52,MISS,0.27
425.91,3.00,-2.53,0.91,5.44,MISS,-0.41
418.31,3.00,2.23,0.48,7.68,MISS,0.34
407.27,3.00,-3.75,0.00,7.07,MISS,-0.24
370.04,3.00,0.45,0.99,3.22,MISS,0.18
395.77,3.00,-2.70,-0.00,7.53,MISS,-0.43
438.14,3.00,0.22,1.00,8.00,MISS,0.11
446.23,3.00,2.37,-0.00,7.64,BULLETHITBULLET,0.43
462.45,3.00,-4.62,0.00,6.53,MISS,-0.65
450.53,3.00,2.07,-0.00,7.73,MISS,0.98
390.52,3.00,-0.82,-0.00,7.96,MISS,0.88
372.14,3.00,0.08,-0.00,8.00,BULLETHITBULLET,0.37
410.79,3.00,-0.25,1.00,7.00,HIT,-0.55
417.03,0.20,-2.58,0.00,7.57,BULLETHITBULLET,0.11
443.09,0.20,1.33,0.96,4.82,MISS,0.52
511.41,0.20,1.89,-0.00,7.77,MISS,-0.32
536.79,0.20,-0.49,0.97,1.94,MISS,0.43
497.47,0.20,-2.28,0.00,7.67,MISS,-0.24
464.17,0.20,0.29,0.96,0.96,MISS,0.53
474.83,0.20,1.96,-0.00,7.76,MISS,0.25
263.78,3.00,3.97,-0.00,6.95,MISS,-0.53
299.28,3.00,3.88,0.00,7.00,MISS,0.58
290.53,3.00,-0.42,-1.97,2.46,BULLETHITBULLET,0.37
339.73,3.00,2.36,0.00,7.65,MISS,-0.14
362.17,3.00,0.60,-1.91,1.91,MISS,-0.43
352.75,3.00,-1.34,0.00,7.89,MISS,-0.30
387.95,3.00,-0.06,1.00,4.00,MISS,0.17
394.59,3.00,2.15,-0.00,7.71,MISS,-0.11
395.11,3.00,-3.32,0.91,7.28,MISS,-0.32
350.00,3.00,-0.06,1.00,3.00,MISS,0.86
416.03,3.00,0.09,-0.00,8.00,MISS,0.18
422.09,3.00,-0.55,0.11,7.79,MISS,-0.16
459.86,3.00,-3.51,0.43,7.19,MISS,-0.25
460.58,3.00,0.27,0.96,0.96,MISS,0.82
439.65,3.00,-1.01,-0.00,7.94,HIT,0.77
391.31,3.00,-1.24,-0.00,7.90,HIT,0.31
438.06,3.00,2.05,-0.00,7.73,MISS,-0.13
560.78,3.00,1.68,-0.00,7.82,BULLETHITBULLET,0.45
521.78,3.00,-2.97,0.93,7.43,MISS,-0.37
489.68,3.00,-0.50,-1.94,1.94,HIT,-0.79
518.88,3.00,1.81,-0.00,7.79,MISS,0.74
530.41,3.00,-4.86,-0.00,6.36,MISS,-0.38
450.54,3.00,0.00,-1.83,-0.00,MISS,-0.81
503.58,3.00,1.88,0.00,7.78,MISS,0.78
548.11,3.00,0.19,0.00,8.00,MISS,0.17
623.89,3.00,-0.26,-2.00,3.99,MISS,-0.19
644.78,3.00,0.34,0.99,2.98,MISS,-0.47
642.58,3.00,1.73,-0.00,7.81,MISS,0.10
664.37,3.00,0.85,-1.95,3.91,MISS,-0.28
622.12,3.00,0.56,0.98,3.07,MISS,-0.31
615.59,3.00,0.08,1.00,3.00,MISS,0.21
649.64,3.00,0.97,0.00,7.94,MISS,-0.02
664.65,3.00,1.60,0.00,7.84,MISS,-0.34
667.73,3.00,-0.91,0.99,5.93,MISS,0.14
656.38,3.00,-0.51,-1.98,3.97,MISS,-0.33
659.95,3.00,-0.25,0.99,1.98,MISS,-0.48
666.45,0.20,0.63,1.00,6.97,MISS,0.87
675.92,0.20,1.44,0.00,7.87,MISS,0.61
664.44,3.00,-0.02,1.50,0.50,MISS,0.64
673.00,0.20,1.02,0.99,5.91,MISS,0.26
671.93,0.20,0.13,0.00,8.00,MISS,-0.32
667.51,0.20,-1.74,0.89,3.32,MISS,-0.75
658.89,0.20,-0.62,0.99,4.58,MISS,1.03
653.13,3.00,0.62,0.98,2.94,MISS,0.15
618.04,3.00,-2.80,-0.00,7.50,MISS,-0.75
576.44,3.00,1.69,0.00,7.82,MISS,0.89
486.13,3.00,1.74,0.97,6.78,MISS,0.93
429.16,3.00,2.17,0.00,7.70,MISS,0.87
429.87,3.00,-0.12,-2.00,6.00,BULLETHITBULLET,-0.42
406.95,3.00,2.55,0.00,7.58,MISS,0.67
467.03,3.00,-0.22,-1.95,0.98,HIT,0.07
498.11,3.00,2.11,-0.00,7.72,MISS,-0.58
514.59,3.00,0.61,0.00,7.98,HIT,0.27
594.66,3.00,1.89,0.00,7.77,MISS,-0.40
610.93,3.00,-0.48,0.97,1.94,MISS,0.63
582.81,3.00,-1.84,-0.00,7.79,MISS,0.18
586.09,3.00,0.66,-0.00,7.97,MISS,-0.32
659.79,3.00,0.00,-1.95,-0.00,MISS,0.47
669.21,3.00,-2.89,0.00,7.46,MISS,0.18
634.52,3.00,-1.60,0.00,7.84,MISS,-0.24
629.00,3.00,0.42,1.00,4.48,MISS,0.18
648.43,3.00,-0.34,0.99,2.10,MISS,0.19
659.66,3.00,-1.21,-0.00,7.91,MISS,-0.19
644.26,3.00,-0.27,0.99,1.98,MISS,0.26
633.85,3.00,-1.06,-1.95,4.89,MISS,0.18
620.94,3.00,-0.25,1.00,3.74,MISS,-0.08
642.54,3.00,-0.13,1.44,0.48,MISS,0.37
642.17,3.00,0.44,0.98,1.95,MISS,-0.32
641.12,3.00,-2.29,0.92,5.55,MISS,0.10
603.48,3.00,-1.80,-0.00,7.79,MISS,-0.41
648.45,0.20,-0.26,0.12,8.00,MISS,1.01
632.45,3.00,0.23,1.00,6.00,MISS,-0.65
651.68,0.20,1.49,0.98,7.86,MISS,0.81
686.58,0.20,1.73,0.00,7.81,MISS,0.28
701.67,0.20,-0.72,0.00,7.97,MISS,-0.26
682.14,0.20,0.15,0.99,0.99,MISS,0.73
647.56,0.20,1.16,-1.94,4.54,MISS,0.88
630.52,0.20,0.52,-0.00,7.98,MISS,0.64
635.87,0.20,1.11,-0.00,7.92,MISS,0.30
374.39,3.00,2.85,-0.00,7.48,MISS,-0.60
498.79,3.00,1.71,0.00,7.81,MISS,0.15
465.01,3.00,0.33,0.00,7.99,MISS,-0.26
504.32,3.00,-0.11,1.00,4.00,MISS,0.24
618.79,3.00,-0.34,-1.99,3.99,MISS,-0.21
615.26,3.00,-0.16,-1.95,0.73,MISS,-0.33
640.79,3.00,-1.68,0.00,7.82,MISS,0.01
642.08,3.00,-0.43,-1.95,1.95,MISS,-0.48
629.12,3.00,-0.29,-1.96,1.47,MISS,-0.41
636.17,3.00,0.95,0.98,4.61,MISS,0.18
639.56,3.00,1.46,-0.00,7.87,MISS,-0.08
610.23,3.00,-1.15,-1.92,3.83,MISS,-0.32
588.80,3.00,1.02,0.98,4.51,MISS,0.29
611.96,3.00,1.28,0.98,5.86,MISS,0.06
300.00,3.00,-7.35,0.00,3.16,MISS,-0.60
304.89,3.00,3.02,-0.00,7.41,MISS,1.00
342.57,3.00,2.69,-0.00,7.54,MISS,1.02
357.61,3.00,2.58,-0.00,7.57,MISS,0.98
394.36,3.00,2.67,-0.00,7.54,MISS,0.52
459.89,3.00,2.57,-0.00,7.58,MISS,-0.09
567.90,3.00,-0.01,-2.00,2.00,MISS,-0.52
576.87,3.00,-0.89,0.00,7.95,MISS,0.16
567.84,3.00,0.94,0.97,3.89,HIT,0.21
522.82,3.00,-1.49,-1.94,5.81,MISS,-0.63
526.66,3.00,1.91,0.49,7.77,MISS,0.49
557.63,3.00,1.68,-0.00,7.82,MISS,0.08
571.87,3.00,-2.24,-0.00,7.68,MISS,-0.50
525.89,3.00,0.98,0.97,3.88,MISS,0.93
545.64,3.00,1.78,0.00,7.80,MISS,0.88
537.62,3.00,0.71,1.00,7.97,MISS,0.68
524.94,3.00,0.53,0.00,7.98,MISS,0.21
637.04,3.00,0.62,1.00,7.98,HIT,-0.40
630.57,3.00,0.00,-1.94,-0.00,MISS,-0.53
627.58,3.00,-2.09,-0.00,7.72,MISS,0.12
581.11,0.20,0.98,0.98,4.90,BULLETHITBULLET,0.14
587.80,3.00,-1.95,-0.00,7.76,MISS,-0.26
557.41,0.20,1.85,0.00,7.78,MISS,0.52
529.33,3.00,0.36,0.97,1.46,MISS,0.47
515.80,3.00,1.80,0.00,7.80,MISS,1.00
468.06,3.00,2.28,0.00,7.67,MISS,1.01
438.64,3.00,2.28,0.00,7.67,MISS,0.98
400.35,3.00,2.34,0.00,7.65,MISS,0.95
464.52,3.00,2.54,0.00,7.59,MISS,0.32
563.95,3.00,1.89,0.00,7.77,MISS,-0.39
585.30,3.00,0.07,1.48,0.49,MISS,0.63
595.42,3.00,0.10,1.00,5.00,MISS,0.38
597.97,3.00,-0.27,-0.00,8.00,MISS,0.04
595.01,3.00,0.06,-2.00,1.00,MISS,-0.36
581.84,3.00,-0.58,0.97,2.28,MISS,0.40
573.30,3.00,-2.33,0.93,5.91,HIT,0.06
585.02,3.00,-0.87,0.99,5.81,MISS,-0.20
648.23,3.00,0.08,1.48,0.49,MISS,-0.45
651.19,3.00,-1.19,-0.00,7.91,MISS,0.14
643.93,3.00,-0.23,-0.00,8.00,MISS,-0.30
638.77,3.00,-1.36,0.89,2.67,MISS,-0.61
623.06,3.00,-0.33,1.00,3.99,MISS,0.84
620.13,3.00,-1.78,0.00,7.80,MISS,0.64
631.29,3.00,-0.63,0.00,7.98,MISS,0.16
632.99,3.00,0.57,1.00,6.98,MISS,-0.08
690.60,3.00,-0.00,-1.94,-0.00,MISS,-0.40
692.40,3.00,-1.90,0.12,7.77,MISS,0.31
460.29,3.00,2.03,0.00,7.74,BULLETHITBULLET,-0.18
453.14,3.00,-1.57,0.05,7.36,MISS,-0.73
527.88,3.00,2.07,0.00,7.73,MISS,0.16
574.53,3.00,1.85,0.00,7.78,MISS,-0.40
584.26,3.00,0.00,1.99,0.00,MISS,0.58
605.83,3.00,1.75,-0.00,7.81,MISS,0.12
633.76,3.00,1.68,-0.00,7.82,MISS,-0.34
651.35,3.00,-1.01,-0.00,7.94,MISS,-0.49
652.83,3.00,-0.50,0.00,7.98,MISS,0.21
635.06,3.00,-1.14,0.00,7.92,MISS,-0.28
625.45,3.00,-0.19,-2.00,6.00,MISS,-0.70
636.08,3.00,-0.35,1.00,3.98,MISS,0.59
638.87,3.00,-0.31,1.00,4.99,MISS,0.22
662.90,3.00,1.80,-0.00,7.80,HIT,-0.16
696.00,3.00,-0.23,-1.99,2.99,MISS,-0.55
691.06,3.00,-0.90,0.97,3.51,MISS,0.64
655.24,3.00,-2.37,0.00,7.64,MISS,0.60
640.21,3.00,-1.26,0.97,4.84,MISS,0.58
654.53,3.00,0.62,0.00,7.98,MISS,0.08
688.19,3.00,1.09,0.98,5.65,MISS,-0.26
703.42,3.00,-0.56,0.96,1.92,MISS,-0.39
688.71,3.00,-1.13,0.98,5.89,MISS,0.43
655.29,3.00,-1.57,-0.00,7.84,MISS,0.20
409.97,3.00,2.88,-0.00,7.46,MISS,-0.14
431.47,3.00,-3.30,0.00,7.29,MISS,-0.31
409.72,3.00,1.58,0.95,4.74,MISS,0.47
448.38,3.00,2.64,-0.00,7.55,MISS,0.57
505.64,3.00,0.00,-1.97,-0.00,MISS,0.22
495.41,3.00,1.27,0.97,5.35,MISS,0.16
533.14,3.00,2.14,-0.00,7.71,MISS,-0.43
611.69,3.00,0.21,0.98,0.98,HIT,0.47
565.22,3.00,1.31,0.98,5.86,MISS,0.16
579.99,3.00,1.83,0.00,7.79,MISS,-0.36
600.38,3.00,-0.10,0.99,0.99,MISS,0.82
589.23,3.00,0.76,-0.00,7.96,MISS,0.53
604.62,3.00,1.58,-0.00,7.84,MISS,0.11
610.27,3.00,1.74,-0.00,7.81,MISS,-0.34
616.39,3.00,0.06,-2.00,1.00,MISS,-0.54
633.58,3.00,0.12,1.00,6.00,MISS,0.31
686.35,3.00,1.55,0.00,7.85,MISS,-0.08
669.48,3.00,0.37,0.99,2.22,MISS,-0.34
650.19,3.00,0.35,0.12,7.99,MISS,0.10
648.51,3.00,0.16,1.00,2.24,MISS,-0.13
672.18,3.00,0.62,0.98,2.94,MISS,-0.44
687.07,3.00,-0.27,0.96,0.96,MISS,0.54
658.54,3.00,-2.05,0.97,7.73,MISS,0.22
635.42,3.00,-0.70,0.99,5.96,MISS,0.15
639.24,3.00,-0.67,1.00,6.97,MISS,0.11
671.80,3.00,-1.20,0.98,6.39,MISS,-0.19
691.68,3.00,0.52,0.98,2.64,MISS,0.25
737.72,3.00,0.39,0.00,7.99,MISS,0.07
588.29,3.00,-4.83,0.26,1.28,MISS,-0.43
598.44,3.00,1.77,-0.00,7.80,MISS,0.12
587.37,3.00,1.60,-0.00,7.84,MISS,0.05
541.27,3.00,0.83,0.98,3.91,MISS,0.06
545.98,3.00,1.94,0.00,7.76,MISS,-0.37
563.03,3.00,1.64,0.97,6.81,MISS,0.25
589.03,3.00,0.14,1.00,1.99,MISS,-0.14
608.85,3.00,1.74,-0.00,7.81,MISS,-0.31
611.91,3.00,0.73,0.98,3.87,MISS,0.24
621.39,3.00,0.80,1.00,7.96,MISS,-0.04
616.93,3.00,0.01,1.00,3.00,MISS,-0.43
603.21,3.00,-0.12,-1.98,0.99,MISS,0.65
599.07,3.00,-0.46,-1.95,1.95,MISS,0.65
612.98,3.00,0.20,1.00,2.99,MISS,0.63
665.12,3.00,1.39,0.98,6.86,MISS,0.12
577.99,3.00,1.84,0.00,7.79,BULLETHITBULLET,0.39
641.49,3.00,-2.11,-0.00,7.72,MISS,-0.31
539.88,3.00,1.77,0.00,7.80,BULLETHITBULLET,0.45
518.12,3.00,-3.29,-1.13,2.27,MISS,-0.62
642.86,3.00,1.09,-1.97,5.90,MISS,-0.49
649.99,3.00,0.40,1.00,6.61,MISS,0.37
662.80,3.00,1.47,-0.00,7.86,MISS,-0.07
660.42,3.00,-0.17,-1.99,1.99,MISS,-0.38
659.35,3.00,0.17,1.00,3.75,MISS,0.24
668.07,3.00,-0.56,0.98,2.68,MISS,0.17
636.63,0.20,0.48,0.98,2.71,MISS,0.24
654.66,0.20,1.50,0.31,7.86,MISS,0.10
650.99,3.00,-2.83,0.00,7.48,MISS,-0.03
170.51,3.00,5.55,0.52,3.38,BULLETHITBULLET,0.63
275.98,3.00,2.47,-1.82,5.47,HIT,0.24
284.84,3.00,0.39,0.92,0.92,MISS,-0.38
257.58,3.00,-3.33,-0.00,7.27,MISS,-0.28
258.51,3.00,2.46,0.89,4.92,MISS,0.71
333.99,3.00,2.06,0.86,3.43,MISS,0.71
325.75,3.00,1.56,-1.90,4.75,MISS,0.63
395.91,3.00,2.41,0.00,7.63,MISS,0.25
492.92,3.00,0.14,1.31,0.64,BULLETHITBULLET,0.07
430.78,3.00,-0.51,-1.93,1.93,MISS,-0.26
510.37,3.00,0.73,-0.00,7.97,MISS,-0.51
510.52,3.00,0.27,-1.69,0.42,MISS,0.80
544.65,3.00,1.95,0.00,7.76,MISS,0.33
568.82,3.00,1.64,0.00,7.83,MISS,-0.05
581.48,3.00,0.71,0.99,4.95,MISS,-0.42
586.09,3.00,0.93,0.99,7.06,MISS,0.19
585.72,3.00,1.81,0.00,7.79,BULLETHITBULLET,0.27
564.51,3.00,-0.47,-1.98,2.96,MISS,-0.24
554.95,3.00,-1.27,-1.95,5.86,MISS,-0.19
594.83,3.00,1.66,0.00,7.82,MISS,-0.38
567.69,3.00,-0.05,1.00,8.00,MISS,0.14
597.70,3.00,1.80,-0.00,7.79,MISS,-0.30
606.35,3.00,-0.11,1.00,3.00,MISS,0.45
295.32,3.00,3.16,0.00,7.35,BULLETHITBULLET,0.67
243.14,3.00,3.08,-1.72,5.15,MISS,-0.68
304.04,3.00,1.40,0.00,7.88,BULLETHITBULLET,0.77
325.24,3.00,3.59,-0.00,7.15,MISS,-0.30
402.86,3.00,-3.91,0.00,6.98,MISS,-0.34
471.80,3.00,0.31,0.95,0.95,MISS,0.89
502.74,3.00,2.12,-0.00,7.71,MISS,0.89
531.59,3.00,2.23,-0.00,7.68,MISS,0.58
590.37,3.00,1.04,0.98,4.89,BULLETHITBULLET,0.36
576.19,3.00,1.79,-0.00,7.80,HIT,0.07
605.08,3.00,1.07,0.98,4.88,MISS,0.46
601.12,3.00,1.64,0.00,7.83,MISS,0.13
610.60,3.00,0.83,0.99,6.95,MISS,-0.06
619.75,3.00,-0.28,-1.98,1.98,MISS,-0.55
627.52,3.00,0.61,0.98,2.94,MISS,0.58
663.75,3.00,-0.22,0.97,0.97,MISS,-0.34
670.87,3.00,1.51,0.98,7.47,HIT,0.06
687.04,3.00,1.13,0.98,5.89,MISS,-0.36
601.72,3.00,0.40,0.97,1.70,MISS,0.73
569.62,3.00,1.36,0.97,5.26,MISS,0.55
620.80,3.00,1.03,0.00,7.93,MISS,0.16
661.94,3.00,-0.08,0.00,8.00,MISS,0.16
596.11,3.00,0.09,1.00,1.00,MISS,-0.11
579.96,3.00,1.83,-0.00,7.79,MISS,-0.47
591.54,3.00,-0.50,0.99,3.97,MISS,0.59
620.74,3.00,1.37,-1.95,5.84,HIT,0.06
653.68,3.00,-0.86,0.00,7.95,MISS,-0.40
584.64,3.00,0.28,0.99,1.60,MISS,0.57
593.24,3.00,-0.38,-0.00,7.99,MISS,0.21
596.40,3.00,-2.26,-0.00,7.68,MISS,-0.28
577.09,3.00,0.10,1.47,0.49,MISS,0.49
606.53,3.00,1.32,0.98,6.71,MISS,0.24
644.63,3.00,1.61,0.00,7.84,MISS,0.14
594.97,0.20,1.67,0.97,7.31,MISS,-0.01
596.18,3.00,-5.72,0.00,5.60,MISS,-0.11
599.91,0.20,0.09,-2.00,4.00,MISS,-0.24
603.73,0.20,0.75,0.00,7.96,MISS,-0.21
598.67,0.20,0.42,0.98,1.95,MISS,0.73
606.37,0.20,0.44,0.97,1.69,MISS,1.01
622.86,0.20,-0.10,-0.00,8.00,HIT,1.06
627.91,0.20,-1.02,-0.00,7.93,HIT,1.02
622.65,0.20,-1.20,-0.00,7.91,MISS,0.57
624.92,0.20,0.49,-0.00,7.98,MISS,-0.09
660.84,0.20,-0.79,-0.00,7.96,MISS,-0.26
700.26,0.20,-1.95,0.96,6.72,MISS,-0.14
686.40,0.20,-2.69,0.00,7.54,MISS,-0.64
647.93,0.20,1.55,0.98,6.83,HIT,0.70
636.13,0.20,0.17,-0.00,8.00,MISS,0.22
587.28,0.20,-0.91,0.84,1.42,MISS,-0.73
582.28,0.20,1.03,0.97,4.03,MISS,0.52
606.82,0.20,1.96,0.00,7.76,MISS,-0.15
338.72,3.00,2.82,-0.00,7.49,MISS,0.14
307.71,3.00,3.77,0.00,7.06,MISS,-0.34
371.92,3.00,-1.29,-1.95,5.86,MISS,0.34
381.12,3.00,0.60,0.95,1.91,MISS,-0.59
378.89,3.00,0.00,-1.86,-0.00,MISS,0.88
305.57,3.00,-4.00,-0.00,6.93,BULLETHITBULLET,0.89
353.97,3.00,-3.13,-0.00,7.36,HIT,0.70
299.06,3.00,1.65,0.00,7.83,BULLETHITBULLET,0.39
278.04,3.00,-1.16,0.92,2.77,MISS,-0.56
413.21,3.00,2.28,0.00,7.67,BULLETHITBULLET,0.82
376.09,3.00,2.77,0.83,4.16,MISS,0.83
432.79,3.00,-1.48,0.00,7.86,BULLETHITBULLET,0.49
439.96,3.00,2.11,0.00,7.72,HIT,0.55
449.85,3.00,1.56,0.97,5.79,BULLETHITBULLET,0.47
503.93,3.00,1.48,0.00,7.86,MISS,-0.46
580.74,3.00,-0.82,0.98,3.92,MISS,0.63
572.72,3.00,0.32,-0.00,7.99,MISS,0.09
646.80,3.00,1.18,0.99,7.91,MISS,-0.38
713.41,3.00,-1.10,0.96,3.59,MISS,-0.52
683.92,3.00,-3.39,0.00,7.25,HIT,0.18
